sep=	
whiteAverageNodes	blackAverageNodes	whiteAverageTime	blackAverageTime	whiteMaxDepth	blackMaxDepth	whiteAccessor	blackAccessor	winner
6,84	6,77	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,73	6,69	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,67	6,56	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	WHITE
6,52	6,56	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,51	6,52	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	WHITE
6,5	6,47	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,42	6,43	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,89	6,46	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	null
6,88	7,01	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,83	6,94	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	WHITE
6,72	6,93	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,66	6,92	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,64	6,96	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	null
6,77	6,94	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	null
6,76	7,01	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	null
6,75	6,97	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,7	6,96	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,87	6,88	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	WHITE
6,84	6,86	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	BLACK
6,83	6,84	0,0	0,0	2	2	ComplexGridAccessor	ComplexGridAccessor	WHITE

54,45	66,48	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	null
51,45	62,62	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
48,54	57,32	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
47,74	53,24	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
48,63	51,01	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
46,15	48,67	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
45,22	46,86	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
45,26	46,52	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
43,73	45,03	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
43,09	45,09	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
43,04	44,19	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,2	43,96	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,81	44,16	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,18	43,61	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,83	43,33	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
43,08	42,9	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,72	42,0	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,98	42,11	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,44	42,1	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,8	42,52	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
42,88	42,61	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
43,58	43,53	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
43,13	43,5	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
43,18	43,75	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
43,23	43,63	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
43,05	43,25	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
44,04	43,99	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	BLACK
43,95	43,74	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	null
43,79	43,71	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE
43,91	43,41	0,0	0,0	3	3	ComplexGridAccessor	ComplexGridAccessor	WHITE

238,45	178,71	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
208,51	168,3	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
276,0	261,84	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
267,5	253,98	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
240,46	228,94	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
244,54	223,65	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
237,88	221,28	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
228,24	217,2	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
223,29	212,48	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
224,02	205,86	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
305,14	265,32	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	null
294,92	255,74	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
288,63	254,39	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
279,18	251,5	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
275,48	246,67	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
273,13	244,91	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
267,69	242,38	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
265,66	237,77	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
261,64	232,99	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
257,7	227,55	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
281,43	235,8	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	null
276,16	230,86	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
269,9	226,85	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
266,64	224,41	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
263,52	222,18	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
262,62	228,65	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	null
261,55	230,92	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK
259,41	227,92	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	WHITE
268,63	251,5	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	null
264,97	247,95	0,0	0,0	4	4	ComplexGridAccessor	ComplexGridAccessor	BLACK

1546,16	1246,45	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1641,91	1206,6	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1524,21	1149,62	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1332,97	1041,98	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1268,84	1045,22	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1224,96	980,61	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1281,56	1010,38	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1247,91	962,03	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1228,6	976,85	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1409,81	1177,5	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	null
1357,09	1151,35	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1339,36	1116,07	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1348,51	1132,1	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1341,94	1116,6	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1292,72	1087,52	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1264,97	1065,68	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1261,67	1068,26	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1260,95	1061,37	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1254,31	1030,29	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1269,9	1057,91	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1267,84	1064,59	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1247,78	1053,0	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1234,35	1036,49	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1281,39	1095,5	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	null
1290,46	1104,45	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1310,29	1135,15	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	null
1288,57	1120,16	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1273,15	1105,13	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK
1265,46	1096,96	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	WHITE
1266,7	1099,74	0,01	0,01	5	5	ComplexGridAccessor	ComplexGridAccessor	BLACK

4379,64	3056,31	0,02	0,01	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
4581,03	2796,95	0,02	0,01	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
5676,65	4457,26	0,03	0,02	6	6	ComplexGridAccessor	ComplexGridAccessor	null
5864,83	4829,76	0,03	0,02	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
5414,07	4277,15	0,03	0,02	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
5435,64	4171,73	0,03	0,02	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
5402,71	4179,27	0,03	0,02	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
5551,12	4200,96	0,03	0,02	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
18260,37	11028,92	0,1	0,07	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
17556,93	10569,46	0,09	0,07	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
16506,6	10395,81	0,09	0,06	6	6	ComplexGridAccessor	ComplexGridAccessor	null
15915,45	10003,5	0,08	0,06	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
15216,44	9602,12	0,08	0,06	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
14491,95	9146,41	0,08	0,06	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
14115,81	9052,15	0,07	0,06	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
13378,65	8690,01	0,07	0,05	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
12746,07	8310,37	0,07	0,05	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
12461,81	8220,7	0,07	0,05	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
12176,09	8005,93	0,06	0,05	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
11878,51	7831,57	0,06	0,05	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
11671,08	7812,37	0,06	0,05	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
11474,39	7809,13	0,06	0,05	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
11253,76	7628,35	0,06	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
11049,78	7525,76	0,06	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
10849,83	7493,95	0,06	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
10604,87	7362,08	0,05	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK
10454,94	7245,94	0,05	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
10220,25	7051,2	0,05	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	WHITE
10743,42	7852,48	0,06	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	null
10537,37	7696,54	0,06	0,04	6	6	ComplexGridAccessor	ComplexGridAccessor	BLACK

