sep=	
whiteAverageNodes	blackAverageNodes	whiteAverageTime	blackAverageTime	whiteMaxDepth	blackMaxDepth	whiteAccessor	blackAccessor	winner
217,93	219,19	0,0	0,0	4	4	SimpleAccessor	ComplexGridAccessor	WHITE
218,14	222,34	0,0	0,0	4	4	SimpleAccessor	ComplexGridAccessor	BLACK
215,38	220,5	0,0	0,0	4	4	SimpleAccessor	ComplexGridAccessor	BLACK
215,33	223,38	0,0	0,0	4	4	SimpleAccessor	ComplexGridAccessor	null

947,71	685,42	0,0	0,0	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1132,05	875,38	0,01	0,0	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
2291,75	1652,25	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	null
2039,97	1561,32	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1778,72	1413,67	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1618,54	1328,19	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1587,52	1354,07	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1494,87	1323,46	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1441,93	1285,13	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1401,84	1241,75	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1351,6	1211,78	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1794,58	1650,58	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	null
1760,03	1627,35	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1692,22	1572,15	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1752,58	1600,32	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1979,5	1821,56	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	null
1956,83	1789,18	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1920,31	1760,88	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1899,84	1766,69	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	null
1883,61	1742,03	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1833,17	1692,62	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1776,6	1646,96	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1740,93	1618,52	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1694,21	1569,22	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1695,0	1575,91	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	null
1662,32	1549,52	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1639,64	1518,73	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1650,6	1528,23	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	WHITE
1634,86	1519,75	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	BLACK
1688,45	1606,93	0,01	0,01	5	5	SimpleAccessor	ComplexGridAccessor	null

15428,67	13624,79	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	null
15184,72	18867,16	0,09	0,1	6	6	SimpleAccessor	ComplexGridAccessor	null
13382,25	15744,39	0,08	0,08	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
11999,33	13984,99	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
10716,27	12446,28	0,06	0,06	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
14594,58	13896,7	0,07	0,08	6	6	SimpleAccessor	ComplexGridAccessor	null
13619,35	12942,96	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
12554,76	11900,05	0,06	0,06	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
13463,95	12334,64	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
12806,6	13065,09	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
12637,91	12547,37	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	null
12764,94	13207,95	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
12273,24	12663,82	0,06	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
11928,4	12116,81	0,06	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
12918,29	15134,62	0,07	0,08	6	6	SimpleAccessor	ComplexGridAccessor	null
12687,18	14723,68	0,07	0,08	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
12339,15	14323,33	0,07	0,08	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
12035,39	13857,49	0,07	0,08	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
11829,64	13589,96	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
11546,87	13249,97	0,06	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
13108,42	13747,75	0,07	0,08	6	6	SimpleAccessor	ComplexGridAccessor	null
12810,75	13369,57	0,07	0,08	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
12620,84	13055,55	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
12319,1	12680,34	0,07	0,07	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
12073,59	12427,02	0,06	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
11927,03	12276,6	0,06	0,07	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
11635,24	11976,22	0,06	0,07	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
11406,46	11682,89	0,06	0,07	6	6	SimpleAccessor	ComplexGridAccessor	WHITE
11135,31	11434,88	0,06	0,06	6	6	SimpleAccessor	ComplexGridAccessor	BLACK
11008,61	11255,63	0,06	0,06	6	6	SimpleAccessor	ComplexGridAccessor	WHITE

55586,53	57260,0	0,29	0,32	7	7	SimpleAccessor	ComplexGridAccessor	null
122287,01	173117,32	0,57	1,28	7	7	SimpleAccessor	ComplexGridAccessor	null
98666,17	138934,65	0,46	1,01	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
84804,1	114939,27	0,39	0,83	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
75821,2	100617,48	0,35	0,72	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
72230,12	92992,51	0,34	0,66	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
130984,98	130505,98	0,76	0,77	7	7	SimpleAccessor	ComplexGridAccessor	null
121582,42	120781,25	0,71	0,71	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
124823,85	122340,68	0,74	0,7	7	7	SimpleAccessor	ComplexGridAccessor	null
140886,39	140412,84	0,78	0,83	7	7	SimpleAccessor	ComplexGridAccessor	null
131165,52	131839,67	0,72	0,78	7	7	SimpleAccessor	ComplexGridAccessor	BLACK
132580,92	132600,49	0,73	0,76	7	7	SimpleAccessor	ComplexGridAccessor	null
126145,7	124871,59	0,69	0,72	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
120799,73	118652,46	0,66	0,68	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
115613,51	113897,36	0,63	0,65	7	7	SimpleAccessor	ComplexGridAccessor	BLACK
119468,4	115268,2	0,66	0,64	7	7	SimpleAccessor	ComplexGridAccessor	null
174759,46	174312,3	1,03	1,01	7	7	SimpleAccessor	ComplexGridAccessor	null
196346,28	192978,05	1,15	1,13	7	7	SimpleAccessor	ComplexGridAccessor	null
192324,07	187848,55	1,12	1,1	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
185020,34	181227,8	1,08	1,06	7	7	SimpleAccessor	ComplexGridAccessor	BLACK
180728,36	177644,73	1,05	1,04	7	7	SimpleAccessor	ComplexGridAccessor	BLACK
174342,87	171044,29	1,01	1,0	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
170683,23	167042,94	0,99	0,98	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
167219,53	163862,42	0,97	0,96	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
161993,57	158201,06	0,94	0,92	7	7	SimpleAccessor	ComplexGridAccessor	WHITE
164586,05	157713,2	0,96	0,91	7	7	SimpleAccessor	ComplexGridAccessor	null
163343,22	153388,58	0,95	0,87	7	7	SimpleAccessor	ComplexGridAccessor	null
162634,99	154155,78	0,94	0,87	7	7	SimpleAccessor	ComplexGridAccessor	null
159051,15	151037,22	0,92	0,85	7	7	SimpleAccessor	ComplexGridAccessor	BLACK
155925,21	152996,57	0,89	0,87	7	7	SimpleAccessor	ComplexGridAccessor	BLACK

