sep=	
whiteAverageNodes	blackAverageNodes	whiteAverageTime	blackAverageTime	whiteMaxDepth	blackMaxDepth	whiteAccessor	blackAccessor	winner
7,88	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,89	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,83	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,85	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,98	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
8,06	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
8,22	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
8,2	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
8,21	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
8,11	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
8,13	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
8,0	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,93	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,84	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,8	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,76	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,81	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,79	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,79	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,77	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,77	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,71	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE
7,71	0,0	0,0	0,0	2	0	SimpleAccessor	SimpleAccessor	WHITE

47,89	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
44,54	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,36	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
48,27	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
48,04	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
48,96	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,62	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,42	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,69	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,65	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,44	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,65	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,88	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,67	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,42	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,69	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,13	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,27	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,95	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,56	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,8	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,79	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,78	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,77	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,52	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,68	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,73	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
47,11	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,85	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE
46,95	0,0	0,0	0,0	3	0	SimpleAccessor	SimpleAccessor	WHITE

336,84	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
334,75	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
314,34	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
304,63	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
292,57	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
297,13	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
279,87	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
283,79	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
286,85	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
281,62	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
278,33	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
278,52	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
276,84	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
281,21	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
279,8	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
280,57	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
283,49	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
280,0	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
275,07	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
271,08	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
275,3	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
273,97	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
275,34	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
271,28	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
270,48	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
266,81	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
263,52	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
264,96	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
266,67	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE
267,88	0,0	0,0	0,0	4	0	SimpleAccessor	SimpleAccessor	WHITE

