sep=	
whiteAverageNodes	blackAverageNodes	whiteAverageTime	blackAverageTime	whiteMaxDepth	blackMaxDepth	whiteAccessor	blackAccessor	winner
273,28	276,33	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
269,45	272,61	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
268,43	270,56	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
267,02	268,29	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
266,28	268,23	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	null
263,95	265,55	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
261,75	262,5	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
260,68	261,05	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
258,44	259,15	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
257,93	257,52	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
256,83	256,5	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
256,35	254,65	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
255,31	253,45	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
259,13	253,44	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	null
259,1	253,86	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
256,72	252,02	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
268,05	259,09	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	null
268,75	259,21	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	WHITE
276,01	270,37	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	null
274,73	269,24	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
273,43	268,23	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	BLACK
278,39	269,5	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	null
279,54	270,59	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	null
278,91	271,04	0,0	0,0	4	4	SimpleAccessor	SimpleAccessor	null

130,5	567,2	0,0	0,0	4	5	SimpleAccessor	SimpleAccessor	BLACK
161,34	719,16	0,0	0,0	4	5	SimpleAccessor	SimpleAccessor	WHITE
154,17	749,37	0,0	0,0	4	5	SimpleAccessor	SimpleAccessor	BLACK
321,86	1762,57	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
288,62	1614,09	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
284,66	1576,36	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
280,94	1587,27	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
279,32	1572,45	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
274,23	1495,49	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	WHITE
262,62	1415,09	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
260,22	1379,64	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	WHITE
278,56	1667,9	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
281,02	1689,05	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
274,82	1637,28	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
267,29	1584,0	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
265,04	1574,42	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
265,94	1568,22	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
262,58	1515,24	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	WHITE
261,69	1498,67	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
301,31	1718,53	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
296,73	1684,13	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
293,05	1661,49	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
288,52	1652,78	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
284,15	1632,03	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
279,8	1601,51	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
286,16	1641,77	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
282,15	1610,83	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
304,53	1824,35	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
301,35	1800,51	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
299,51	1784,19	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
297,14	1775,34	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
297,58	1760,68	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
294,31	1744,49	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
301,58	1779,21	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
299,19	1760,52	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
296,8	1747,02	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
298,17	1777,82	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
294,35	1754,63	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
290,24	1729,06	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
287,83	1714,1	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
291,97	1729,6	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
290,42	1718,94	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
288,47	1707,71	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
287,09	1697,69	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
285,76	1686,7	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
285,53	1690,09	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
283,89	1678,94	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
283,64	1671,31	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
292,52	1723,43	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
289,63	1698,65	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
287,35	1682,3	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
284,24	1655,78	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
283,54	1652,51	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
280,7	1637,93	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
279,23	1625,89	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	WHITE
278,06	1614,29	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	WHITE
276,27	1604,78	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
277,85	1649,23	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null
275,66	1635,02	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	BLACK
275,59	1630,72	0,0	0,01	4	5	SimpleAccessor	SimpleAccessor	null

163,87	2996,32	0,0	0,01	4	6	SimpleAccessor	SimpleAccessor	BLACK
159,73	2655,51	0,0	0,01	4	6	SimpleAccessor	SimpleAccessor	BLACK
185,12	2607,81	0,0	0,01	4	6	SimpleAccessor	SimpleAccessor	WHITE
416,48	31862,17	0,0	0,2	4	6	SimpleAccessor	SimpleAccessor	BLACK
447,23	27874,33	0,0	0,17	4	6	SimpleAccessor	SimpleAccessor	null
403,02	24005,95	0,0	0,15	4	6	SimpleAccessor	SimpleAccessor	WHITE
378,56	21878,63	0,0	0,13	4	6	SimpleAccessor	SimpleAccessor	BLACK
348,85	19740,52	0,0	0,12	4	6	SimpleAccessor	SimpleAccessor	BLACK
337,81	18347,05	0,0	0,11	4	6	SimpleAccessor	SimpleAccessor	BLACK
315,95	16841,75	0,0	0,1	4	6	SimpleAccessor	SimpleAccessor	WHITE
309,18	16062,89	0,0	0,1	4	6	SimpleAccessor	SimpleAccessor	BLACK
298,3	15243,01	0,0	0,09	4	6	SimpleAccessor	SimpleAccessor	BLACK
318,53	14334,01	0,0	0,08	4	6	SimpleAccessor	SimpleAccessor	null
310,97	13577,42	0,0	0,08	4	6	SimpleAccessor	SimpleAccessor	BLACK
306,09	13153,47	0,0	0,08	4	6	SimpleAccessor	SimpleAccessor	BLACK
299,52	12667,02	0,0	0,07	4	6	SimpleAccessor	SimpleAccessor	BLACK
291,57	12194,71	0,0	0,07	4	6	SimpleAccessor	SimpleAccessor	BLACK
284,51	11755,24	0,0	0,07	4	6	SimpleAccessor	SimpleAccessor	BLACK
281,2	11530,68	0,0	0,07	4	6	SimpleAccessor	SimpleAccessor	BLACK
275,3	11143,84	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	BLACK
272,46	10902,46	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	BLACK
274,09	10885,89	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	null
271,61	10589,17	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	WHITE
281,61	12334,62	0,0	0,07	4	6	SimpleAccessor	SimpleAccessor	null
276,11	12026,79	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	BLACK
273,76	11784,53	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	WHITE
271,21	11520,57	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	BLACK
271,82	11444,48	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	BLACK
268,99	11205,63	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	BLACK
265,32	10948,15	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	BLACK
262,51	10721,92	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	null
262,3	10618,93	0,0	0,06	4	6	SimpleAccessor	SimpleAccessor	null
263,82	10601,29	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	null
260,7	10314,86	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	WHITE
258,82	10163,26	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
257,54	10020,56	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
266,49	10577,96	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	null
264,65	10378,09	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
263,36	10291,03	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
262,79	10177,83	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
264,51	10110,3	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	null
263,31	9999,71	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
261,6	9863,91	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	WHITE
259,5	9730,96	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
256,95	9590,79	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
255,56	9494,51	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
254,1	9341,48	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	WHITE
251,93	9228,38	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
249,67	9096,86	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
247,06	8958,09	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
252,87	9130,34	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	null
252,2	9059,1	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
258,69	9075,16	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	WHITE
257,79	9029,41	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
255,96	8949,71	0,0	0,05	4	6	SimpleAccessor	SimpleAccessor	BLACK
254,44	8867,84	0,0	0,04	4	6	SimpleAccessor	SimpleAccessor	BLACK
252,95	8761,36	0,0	0,04	4	6	SimpleAccessor	SimpleAccessor	BLACK
251,89	8704,09	0,0	0,04	4	6	SimpleAccessor	SimpleAccessor	BLACK
250,03	8618,09	0,0	0,04	4	6	SimpleAccessor	SimpleAccessor	BLACK
249,3	8559,59	0,0	0,04	4	6	SimpleAccessor	SimpleAccessor	BLACK

