sep=,
data type,HARD (30),,
crossover probability,0.8,,
mutation probability,0.8,,
mutated length,7,23%,
generation size,50,,
number of generations,1000,,
selection type,ROULETTE,,
,,,,
,,,,
1,29550,29550,45686,
2,29228,29228,46247,
3,26041,26041,42412,
4,26041,27788,40945,
5,26041,26735,46001,
6,26041,28908,45859,
7,26041,28911,42947,
8,22286,22286,42897,
9,21146,21146,43398,
10,21146,21146,44188,
11,21146,22476,40915,
12,21146,25846,41593,
13,21146,23922,43221,
14,21146,27329,40779,
15,21146,24859,38325,
16,21146,25134,39064,
17,21146,24674,39687,
18,21146,24674,40564,
19,21146,24674,36808,
20,21146,22254,41605,
21,19949,19949,37122,
22,19949,20319,37795,
23,19949,21705,38266,
24,19949,20755,36081,
25,19949,20334,35005,
26,19949,22130,36984,
27,19949,22050,34650,
28,19949,21760,34569,
29,19949,20379,39776,
30,19949,20379,39289,
31,19949,20916,35568,
32,19949,21595,34458,
33,19949,21523,35161,
34,19949,21135,35152,
35,19949,21290,35677,
36,19949,21983,37729,
37,19949,22671,34936,
38,19949,22501,36159,
39,19949,22781,35326,
40,19949,22781,39399,
41,19949,22952,37142,
42,19949,23500,37303,
43,19949,23500,37444,
44,19949,22052,36750,
45,19949,23305,36969,
46,19949,23305,38583,
47,19949,23305,38202,
48,19949,23305,35129,
49,19949,21634,37148,
50,19949,23468,37350,
51,19949,24522,37481,
52,19949,21961,39549,
53,19949,22871,38426,
54,19949,21892,39326,
55,19949,24172,41121,
56,19949,24268,40408,
57,19949,22938,39242,
58,19949,24234,41171,
59,19949,23258,36772,
60,19949,23274,37505,
61,19949,22939,39487,
62,19949,23401,44263,
63,19949,23601,40116,
64,19949,23601,37889,
65,19949,23601,37718,
66,19949,23601,39602,
67,19949,23043,37726,
68,19949,23549,36460,
69,19949,23231,37705,
70,19949,23561,38072,
71,19949,23308,38053,
72,19949,22828,39335,
73,19949,24610,40960,
74,19949,22447,40597,
75,19949,25369,39908,
76,19949,25089,39367,
77,19949,24227,36557,
78,19949,23865,41192,
79,19949,22725,41947,
80,19949,25118,38661,
81,19949,25148,37981,
82,19949,25232,36018,
83,19949,25220,40494,
84,19949,26011,39086,
85,19949,25252,38980,
86,19949,25664,36798,
87,19949,21282,42697,
88,19949,21965,37679,
89,19949,22561,40270,
90,19949,22437,38997,
91,19949,23188,36755,
92,19949,23971,36289,
93,19949,22567,40377,
94,19949,22956,40840,
95,19949,23177,37448,
96,19949,23552,36994,
97,19949,26089,42294,
98,19949,26784,42232,
99,19949,25269,41261,
100,19949,24774,41977,
101,19949,25318,40924,
102,19949,23959,41079,
103,19949,24399,39102,
104,19949,24959,37963,
105,19949,23862,42066,
106,19949,23952,38730,
107,19949,26869,41303,
108,19949,26658,38213,
109,19949,24233,43062,
110,19949,25053,41698,
111,19949,24163,40400,
112,19949,22873,40348,
113,19949,24353,37232,
114,19949,23078,37606,
115,19949,21958,39263,
116,19949,21542,36378,
117,19949,21542,35000,
118,19949,21155,34747,
119,19949,21444,35651,
120,19949,22716,36864,
121,19949,22186,38169,
122,19949,22032,36778,
123,19949,22039,34822,
124,19949,21749,37156,
125,19949,21962,33950,
126,19949,20947,34932,
127,19949,20957,32307,
128,19949,21341,32153,
129,19949,20140,34555,
130,19949,21908,35412,
131,19949,20107,38433,
132,19949,21908,39028,
133,19949,21908,35253,
134,19949,20902,35007,
135,19949,21482,35447,
136,19949,20734,36566,
137,19668,19668,34675,
138,18202,18202,33375,
139,18202,19084,34988,
140,18202,18997,34181,
141,18202,18997,40742,
142,18202,19777,35981,
143,18202,20584,34204,
144,18202,21243,34466,
145,18202,21557,37823,
146,18202,21312,34000,
147,18202,21270,39747,
148,18202,20872,34253,
149,18202,22275,35481,
150,18202,18872,36880,
151,18202,19167,37290,
152,18202,22057,36770,
153,18202,20448,35612,
154,18202,20943,37219,
155,18202,22623,39565,
156,18202,22831,38206,
157,18202,23108,39528,
158,18202,22834,37730,
159,18202,23266,38721,
160,18202,22228,37543,
161,18202,20588,39354,
162,18202,23278,39632,
163,18202,25038,37187,
164,18202,24376,39222,
165,18202,24466,39394,
166,18202,24090,38053,
167,18202,24556,37204,
168,18202,24877,38255,
169,18202,22253,35018,
170,18202,25130,38556,
171,18202,24192,40160,
172,18202,25512,38510,
173,18202,24736,37448,
174,18202,24548,40350,
175,18202,23623,37767,
176,18202,24012,38369,
177,18202,23602,39046,
178,18202,25560,36433,
179,18202,25778,42040,
180,18202,23880,37321,
181,18202,23450,38368,
182,18202,23880,36971,
183,18202,24520,35548,
184,18202,24473,38282,
185,18202,24703,37655,
186,18202,24139,40957,
187,18202,24790,39444,
188,18202,23495,39807,
189,18202,24490,38768,
190,18202,21114,38630,
191,18202,20544,40890,
192,18202,22380,39564,
193,18202,22727,38992,
194,18202,23279,38996,
195,18202,21969,37114,
196,18202,21424,35926,
197,18202,18684,39938,
198,18202,21970,39554,
199,18202,24288,37730,
200,18202,25032,38623,
201,18202,23615,37263,
202,18202,23604,40762,
203,18202,23604,40840,
204,18202,25756,39959,
205,18202,25168,37918,
206,18202,24845,40016,
207,18202,24845,37631,
208,18202,24005,39050,
209,18202,23917,37650,
210,18202,25645,38318,
211,18202,23243,41913,
212,18202,25680,39174,
213,18202,25040,40315,
214,18202,25443,41087,
215,18202,24613,38664,
216,18202,23933,43003,
217,18202,25156,39571,
218,18202,25156,35606,
219,18202,23360,41289,
220,18202,24559,41549,
221,18202,24314,38500,
222,18202,24816,37629,
223,18202,22757,37909,
224,18202,22757,36566,
225,18202,22427,38706,
226,18202,21559,34871,
227,18202,21514,39866,
228,18202,20941,34377,
229,18202,22031,33604,
230,18202,21168,35723,
231,18202,20033,32577,
232,18202,20033,36541,
233,18202,21593,35390,
234,18202,20303,34082,
235,18202,21107,35873,
236,18202,21755,36350,
237,18202,21755,39460,
238,18202,22325,37213,
239,18202,23123,36508,
240,18202,21499,35537,
241,18202,22614,37011,
242,18202,21902,37108,
243,18202,22822,35406,
244,18202,22822,35010,
245,18202,22822,35988,
246,18202,23360,38294,
247,18202,24715,41649,
248,18202,25904,37086,
249,18202,25760,38790,
250,18202,23868,41790,
251,18202,23408,41169,
252,18202,22513,39386,
253,18202,22703,37258,
254,18202,23359,40237,
255,18202,24957,43125,
256,18202,25819,39453,
257,18202,24772,40312,
258,18202,24105,40295,
259,18202,24472,39415,
260,18202,23509,41095,
261,18202,23063,37687,
262,18202,23063,42577,
263,18202,20313,40102,
264,18202,20833,41848,
265,18202,21198,37823,
266,18202,19828,42519,
267,18202,21223,38126,
268,18202,21518,37185,
269,18202,23323,40237,
270,18202,23524,38570,
271,18202,23248,35896,
272,18202,20243,34649,
273,18202,21729,40274,
274,18202,21170,38289,
275,18202,21980,37575,
276,18202,22776,35907,
277,18202,21921,36954,
278,18202,21078,34138,
279,18202,20953,38597,
280,18202,20557,36573,
281,18202,20572,36862,
282,18202,23575,36379,
283,18202,22960,40178,
284,18202,20908,38499,
285,18202,20671,40172,
286,18202,21403,39018,
287,18202,21968,37024,
288,18202,22532,35743,
289,18202,20418,34030,
290,18202,20658,36202,
291,18202,20412,35362,
292,18202,21465,33348,
293,18202,21099,34944,
294,18202,22269,36188,
295,18202,23126,39009,
296,18202,21448,38404,
297,18202,25559,37173,
298,18202,23319,35897,
299,18202,22029,34450,
300,18202,22029,37521,
301,18202,21582,38882,
302,18202,21582,36640,
303,18202,22862,41274,
304,18202,22895,37919,
305,18202,20487,36866,
306,18202,20445,39375,
307,18202,22097,35987,
308,18202,21087,37358,
309,18202,22380,39840,
310,18202,21044,36644,
311,18202,21044,35381,
312,18202,22004,38403,
313,18202,20799,36413,
314,18202,21249,36746,
315,18202,22999,40290,
316,18202,22726,42597,
317,18202,21984,38134,
318,18202,21338,37120,
319,18202,21984,34813,
320,18202,24365,35886,
321,18202,21362,38335,
322,18202,21593,37853,
323,18202,22402,38307,
324,18202,22483,35257,
325,18202,21821,39265,
326,18202,23125,36330,
327,18202,23038,36586,
328,18202,23038,36402,
329,18202,22529,38371,
330,18202,23096,41672,
331,18202,23447,39807,
332,18202,23627,38041,
333,18202,23347,38157,
334,18202,22847,37993,
335,18202,22847,40441,
336,18202,22847,40207,
337,18202,24633,36386,
338,18202,24620,40500,
339,18202,24654,39963,
340,18202,23846,39133,
341,18202,21641,40837,
342,18202,24724,40128,
343,18202,26399,41170,
344,18202,24885,41063,
345,18202,26044,41259,
346,18202,25795,41541,
347,18202,25939,41092,
348,18202,24762,39569,
349,18202,22096,41111,
350,18202,23676,40198,
351,18202,23676,37534,
352,18202,22757,37056,
353,18202,22391,38228,
354,18202,20367,39152,
355,18202,19602,37588,
356,18202,21605,38220,
357,18202,19425,37283,
358,18202,20769,39664,
359,18202,20513,40719,
360,18202,20478,38550,
361,18202,19818,42332,
362,18202,21999,35649,
363,18202,20006,41148,
364,18202,20006,35469,
365,18202,21608,36996,
366,18202,22061,36990,
367,18202,21085,41282,
368,18202,21085,43706,
369,18202,22332,39571,
370,18202,21582,35815,
371,18202,21857,40483,
372,18202,21790,37289,
373,18202,21790,40083,
374,18202,21217,34204,
375,18202,19421,34889,
376,18202,19421,38431,
377,18202,18361,35639,
378,18202,20136,36284,
379,18202,20106,37710,
380,18202,20004,36684,
381,18202,19914,35456,
382,17829,17829,34750,
383,17829,19948,39533,
384,17829,19436,37395,
385,17829,18893,34003,
386,17829,19436,37213,
387,17829,20619,41092,
388,17829,19596,35732,
389,17829,20779,33575,
390,17829,19840,33277,
391,17829,20553,34268,
392,17829,20925,36777,
393,17829,21167,36136,
394,17829,21164,33419,
395,17829,20759,34560,
396,17829,20169,36145,
397,17829,22471,37396,
398,17829,21262,37424,
399,17829,21451,38190,
400,17829,22102,35168,
401,17829,21165,40862,
402,17829,19965,41228,
403,17829,19965,36163,
404,17829,20439,37689,
405,17829,20847,37648,
406,17829,23216,37059,
407,17829,21570,40340,
408,17829,21017,37477,
409,17829,20202,37063,
410,17829,20202,39556,
411,17829,21756,34783,
412,17829,22256,35818,
413,17829,21756,42815,
414,17829,20876,35131,
415,17829,23054,38512,
416,17829,23590,40607,
417,17829,21455,40528,
418,17829,19767,41388,
419,17829,22037,44375,
420,17829,20504,38156,
421,17829,20504,37236,
422,17829,19740,34862,
423,17829,19740,37437,
424,17829,20464,40866,
425,17829,20650,35966,
426,17829,20736,36563,
427,17829,20856,37920,
428,17829,20856,40298,
429,17829,20981,40022,
430,17829,19440,39427,
431,17829,21288,38106,
432,17829,20593,38242,
433,17829,22339,42026,
434,17829,25400,38476,
435,17829,24449,42192,
436,17829,24888,39333,
437,17829,24728,38532,
438,17829,24320,38096,
439,17829,23614,35058,
440,17829,24019,37015,
441,17829,24267,36997,
442,17829,22520,39539,
443,17829,20757,40205,
444,17829,21737,40464,
445,17829,23742,43583,
446,17829,24040,41678,
447,17829,23791,36715,
448,17829,23593,38365,
449,17829,23494,39335,
450,17829,22531,38182,
451,17829,22894,38663,
452,17829,23110,38461,
453,17829,21553,39558,
454,17829,21155,36853,
455,17829,20700,41169,
456,17829,20700,37155,
457,17829,21906,36846,
458,17829,20509,37513,
459,17829,21984,36601,
460,17829,21563,40059,
461,17829,21953,38137,
462,17829,21314,37526,
463,17829,20035,38796,
464,17829,20158,39734,
465,17829,20891,35268,
466,17829,20620,36241,
467,17829,21695,37845,
468,17829,21018,37308,
469,17829,21498,38222,
470,17829,21774,38325,
471,17829,22887,36309,
472,17829,22252,37582,
473,17829,22151,36315,
474,17829,22246,37810,
475,17829,22884,37122,
476,17829,22884,40039,
477,17829,22754,36847,
478,17829,23983,38510,
479,17829,21344,42492,
480,17829,23103,38043,
481,17829,24540,37981,
482,17829,21454,39923,
483,17829,21454,44216,
484,17829,21548,41439,
485,17829,23553,40745,
486,17829,22413,39701,
487,17829,21833,40113,
488,17829,20683,37384,
489,17829,19220,37726,
490,17829,19600,37087,
491,17829,19600,36065,
492,17829,20337,36574,
493,17829,20187,37206,
494,17829,20283,37474,
495,17829,22294,33660,
496,17829,22040,35822,
497,17829,21888,42056,
498,17829,22431,36842,
499,17829,20058,37838,
500,17829,21931,38506,
501,17829,23154,37142,
502,17829,22620,39531,
503,17829,22815,37283,
504,17829,22395,35916,
505,17829,22181,35804,
506,17829,22551,35192,
507,17829,21912,38745,
508,17829,21152,34734,
509,17829,21874,39475,
510,17829,22169,34517,
511,17829,21955,40809,
512,17829,22160,38902,
513,17829,23143,41772,
514,17829,23511,34756,
515,17829,21998,37227,
516,17829,22617,37275,
517,17829,22083,39665,
518,17829,22451,36851,
519,17829,22466,36139,
520,17829,22236,36788,
521,17829,22236,39707,
522,17829,22100,40546,
523,17829,23612,38815,
524,17829,23329,37791,
525,17829,21026,40454,
526,17829,23329,38689,
527,17829,22217,38057,
528,17829,22833,38572,
529,17829,23086,37401,
530,17829,23086,37577,
531,17829,23133,37366,
532,17829,21483,37489,
533,17829,21483,36485,
534,17829,21598,36948,
535,17829,23655,35290,
536,17829,23258,36714,
537,17829,23258,35083,
538,17829,22385,38046,
539,17829,21876,39446,
540,17829,20989,36413,
541,17829,22990,34564,
542,17829,23401,37152,
543,17829,24325,37099,
544,17829,22137,38986,
545,17829,21179,39718,
546,17829,24405,38931,
547,17829,25223,38722,
548,17829,24605,37600,
549,17829,23063,38843,
550,17829,25267,40019,
551,17829,24935,42209,
552,17829,25598,38700,
553,17829,26386,37692,
554,17829,23878,40293,
555,17829,24027,37895,
556,17829,24027,40486,
557,17829,23797,38732,
558,17829,23797,38006,
559,17829,23695,40263,
560,17829,25309,42233,
561,17829,25439,36209,
562,17829,24260,40181,
563,17829,25085,35747,
564,17829,21075,39610,
565,17829,22670,36949,
566,17829,23185,37313,
567,17829,23455,35195,
568,17829,23165,38641,
569,17829,22208,38884,
570,17829,22948,38913,
571,17829,22948,37781,
572,17829,24975,37406,
573,17829,25412,41019,
574,17829,25412,38792,
575,17829,24237,38193,
576,17829,23582,42528,
577,17829,22937,37350,
578,17829,22937,39128,
579,17829,23473,38319,
580,17829,23793,35884,
581,17829,24673,37585,
582,17829,24714,37856,
583,17829,27221,40051,
584,17829,24952,36188,
585,17829,25156,39602,
586,17829,24597,40414,
587,17829,25156,40201,
588,17829,26951,38041,
589,17829,22217,36864,
590,17829,23282,40218,
591,17829,25255,39053,
592,17829,23235,39756,
593,17829,23130,39796,
594,17829,23144,36969,
595,17829,23144,38358,
596,17829,25060,40692,
597,17829,22344,36957,
598,17829,22344,40922,
599,17829,25439,38621,
600,17829,23973,39693,
601,17829,23213,41915,
602,17829,23213,40626,
603,17829,23213,40942,
604,17829,23373,37724,
605,17829,21281,39514,
606,17829,23540,40009,
607,17829,23540,39768,
608,17829,22944,38277,
609,17829,23174,38305,
610,17829,23881,36098,
611,17829,24853,39151,
612,17829,23021,35726,
613,17829,23341,39794,
614,17829,24037,35896,
615,17829,23714,37255,
616,17829,24298,40541,
617,17829,24695,36016,
618,17829,25571,39599,
619,17829,24750,40089,
620,17829,24910,37087,
621,17829,24910,39120,
622,17829,23420,38010,
623,17829,23420,38292,
624,17829,22145,40182,
625,17829,22145,40539,
626,17829,24548,38001,
627,17829,23089,38761,
628,17829,21957,40772,
629,17829,23252,41565,
630,17829,23277,38021,
631,17829,22413,36087,
632,17829,22413,37038,
633,17829,23794,39906,
634,17829,23794,37202,
635,17829,23190,38400,
636,17829,22520,40151,
637,17829,23209,39035,
638,17829,23389,38266,
639,17829,23897,35827,
640,17829,23386,39237,
641,17829,23202,42439,
642,17829,25983,38554,
643,17829,24236,35484,
644,17829,23150,36700,
645,17829,24683,41436,
646,17829,23288,39405,
647,17829,25184,38646,
648,17829,24817,37207,
649,17829,23488,37245,
650,17829,23940,39412,
651,17829,24958,40642,
652,17829,23100,34987,
653,17829,20741,37024,
654,17829,18892,36542,
655,17829,19382,35853,
656,17829,19382,39915,
657,17829,21084,34750,
658,17829,20708,39185,
659,17829,20743,35644,
660,17829,20387,36405,
661,17829,21062,38943,
662,17829,22228,38996,
663,17829,23247,38297,
664,17829,23095,36083,
665,17829,24520,38725,
666,17829,25011,39711,
667,17829,21775,35706,
668,17829,21387,37892,
669,17829,24618,39401,
670,17829,24618,36503,
671,17829,24618,37321,
672,17829,25512,38769,
673,17829,23599,37596,
674,17829,24240,40425,
675,17829,22080,40926,
676,17829,22749,36424,
677,17829,23054,36731,
678,17829,23055,41406,
679,17829,22660,35357,
680,17829,22194,36036,
681,17829,22194,40450,
682,17829,22149,37166,
683,17829,22149,37806,
684,17829,22804,39837,
685,17829,22804,40998,
686,17829,21810,37101,
687,17829,21972,35496,
